year,region,site,rep,microsite,D1,D2,H,abundance,richness
2013,Mojave,2.5,4,open,,,,0,0
2013,Mojave,2.5,5,open,,,,0,0
2013,Mojave,2.5,6,open,,,,5,1
2013,Mojave,2.5,7,open,,,,0,0
2013,Mojave,2.5,8,open,,,,0,0
2013,Mojave,2.5,9,open,,,,0,0
2013,Mojave,2.5,10,open,,,,0,0
2013,Mojave,2.5,11,open,,,,5,1
2013,Mojave,2.5,12,open,,,,0,0
2013,Mojave,2.5,13,open,,,,1,1
2013,Mojave,2.5,14,open,,,,0,0
2013,Mojave,2.5,15,open,,,,8,1
2013,Mojave,2.1,1,shrub,1.2,0.5,1,80,2
2013,Mojave,2.1,2,shrub,1.7,1.4,1.3,30,3
2013,Mojave,2.1,3,shrub,0.9,0.8,1.1,60,3
2013,Mojave,2.1,4,shrub,1.2,0.9,0.8,30,2
2013,Mojave,2.1,5,shrub,1.5,1.4,1.2,20,2
2013,Mojave,2.1,6,shrub,1.4,1.1,1,40,2
2013,Mojave,2.1,7,shrub,1,1,1.4,100,3
2013,Mojave,2.1,8,shrub,1.3,1.2,1.1,10,2
2013,Mojave,2.1,9,shrub,2,1.6,1.4,30,2
2013,Mojave,2.1,10,shrub,1.4,1.7,1.6,30,2
2013,Mojave,2.1,11,shrub,2.2,1.6,1.7,40,3
2013,Mojave,2.1,12,shrub,1.3,1.2,1.1,30,2
2013,Mojave,2.1,13,shrub,1.2,2.1,1.2,60,2
2013,Mojave,2.1,14,shrub,1.9,2,1.6,30,3
2013,Mojave,2.1,15,shrub,1.6,1.5,1.5,50,3
2013,Mojave,2.2,1,shrub,2.6,1.8,2.1,100,4
2013,Mojave,2.2,2,shrub,1.5,1.5,1.8,40,2
2013,Mojave,2.2,3,shrub,2.3,2.6,2.5,40,3
2013,Mojave,2.2,4,shrub,1.8,1.7,1.6,40,2
2013,Mojave,2.2,5,shrub,2.8,1.9,1.6,80,3
2013,Mojave,2.2,6,shrub,2.3,1.9,2.1,70,2
2013,Mojave,2.2,7,shrub,2.6,2.3,1.8,140,5
2013,Mojave,2.2,8,shrub,1.7,1.4,1.5,20,2
2013,Mojave,2.2,9,shrub,1.8,2.2,1.4,140,3
2013,Mojave,2.2,10,shrub,1.8,2.3,1.6,80,3
2013,Mojave,2.2,11,shrub,2.8,2.1,1.7,90,3
2013,Mojave,2.2,12,shrub,4.1,3.9,2.4,100,4
2013,Mojave,2.2,13,shrub,2.4,1.9,1.3,60,2
2013,Mojave,2.2,14,shrub,3.6,2.8,2.7,120,3
2013,Mojave,2.2,15,shrub,2.1,2.3,1.5,80,3
2013,Mojave,2.3,1,shrub,1.6,1.9,1.5,50,4
2013,Mojave,2.3,2,shrub,1.3,0.9,1.4,50,3
2013,Mojave,2.3,3,shrub,2.7,2.4,1.8,30,3
2013,Mojave,2.3,4,shrub,1.6,1.5,1.4,80,3
2013,Mojave,2.3,5,shrub,2.5,2.7,1.5,120,2
2013,Mojave,2.3,6,shrub,3.2,3.1,1.8,50,2
2013,Mojave,2.3,7,shrub,1,1.4,1.3,50,2
2013,Mojave,2.3,8,shrub,2.6,2.4,1.9,120,4
2013,Mojave,2.3,9,shrub,1.8,1.7,1.6,160,3
2013,Mojave,2.3,10,shrub,2.4,2.5,2.7,130,4
2013,Mojave,2.3,11,shrub,3.9,3.2,2.2,40,3
2013,Mojave,2.3,12,shrub,2.2,2.3,1.5,140,4
2013,Mojave,2.3,13,shrub,2.5,2.2,1.5,80,5
2013,Mojave,2.3,14,shrub,3.5,2.8,2.2,180,3
2013,Mojave,2.3,15,shrub,2,2.1,1.3,160,5
2013,Mojave,2.4,1,shrub,2.7,2.5,1.8,70,3
2013,Mojave,2.4,2,shrub,2.1,2.2,1.8,80,3
2013,Mojave,2.4,3,shrub,1.7,1.4,2,130,3
2013,Mojave,2.4,4,shrub,1.5,1.7,1.5,120,4
2013,Mojave,2.4,5,shrub,1.6,2.6,1.8,100,3
2013,Mojave,2.4,6,shrub,2.8,2.2,2.2,100,4
2013,Mojave,2.4,7,shrub,2,2.2,2,80,3
2013,Mojave,2.4,8,shrub,3,2.9,1.9,180,3
2013,Mojave,2.4,9,shrub,1.7,1.5,1.5,60,3
2013,Mojave,2.4,10,shrub,1.1,0.9,1.1,100,3
2013,Mojave,2.4,11,shrub,2.3,2.5,1.6,100,2
2013,Mojave,2.4,12,shrub,1.7,1.3,1.6,80,4
2013,Mojave,2.4,13,shrub,2,1.8,1.1,90,3
2013,Mojave,2.4,14,shrub,1.4,1.7,1.7,80,2
2013,Mojave,2.4,15,shrub,1.9,1.6,1.5,70,4
2013,Mojave,2.5,1,shrub,1,1.4,1.3,0,0
2013,Mojave,2.5,2,shrub,2.1,2.3,1.8,30,2
2013,Mojave,2.5,3,shrub,1.5,1.7,1.1,5,1
2013,Mojave,2.5,4,shrub,1.5,1.6,1.2,40,3
2013,Mojave,2.5,5,shrub,1.3,1.6,1.2,30,2
2013,Mojave,2.5,6,shrub,1.1,1.6,1.2,40,3
2013,Mojave,2.5,7,shrub,1.9,1.9,1.1,15,2
2013,Mojave,2.5,8,shrub,1.6,1.3,1.7,20,3
2013,Mojave,2.5,9,shrub,1.5,1.3,1.1,30,3
2013,Mojave,2.5,10,shrub,1.8,1.9,1.4,30,3
2013,Mojave,2.5,11,shrub,1.6,2.3,1.6,40,2
2013,Mojave,2.5,12,shrub,1.5,1.9,1.2,40,3
2013,Mojave,2.5,13,shrub,1.8,1.8,1.6,5,1
2013,Mojave,2.5,14,shrub,1.5,1.5,1.2,5,1
2013,Mojave,2.5,15,shrub,1.3,1.3,1.5,10,2
2013,Panoche,1.1,1,open,,,,120,4
2013,Panoche,1.1,2,open,,,,230,4
2013,Panoche,1.1,3,open,,,,300,4
2013,Panoche,1.1,4,open,,,,270,4
2013,Panoche,1.1,5,open,,,,200,4
2013,Panoche,1.1,6,open,,,,160,4
2013,Panoche,1.1,7,open,,,,130,3
2013,Panoche,1.1,8,open,,,,200,4
2013,Panoche,1.1,9,open,,,,170,4
2013,Panoche,1.1,10,open,,,,230,4
2013,Panoche,1.1,11,open,,,,230,4
2013,Panoche,1.1,12,open,,,,300,4
2013,Panoche,1.1,13,open,,,,300,4
2013,Panoche,1.1,14,open,,,,180,4
2013,Panoche,1.1,15,open,,,,180,4
2013,Panoche,1.2,1,open,,,,40,5
2013,Panoche,1.2,2,open,,,,35,5
2013,Panoche,1.2,3,open,,,,45,4
2013,Panoche,1.2,4,open,,,,55,4
2013,Panoche,1.2,5,open,,,,15,3
2013,Panoche,1.2,6,open,,,,5,4
2013,Panoche,1.2,7,open,,,,15,4
2013,Panoche,1.2,8,open,,,,20,5
2013,Panoche,1.2,9,open,,,,10,4
2013,Panoche,1.2,10,open,,,,40,4
2013,Panoche,1.2,11,open,,,,25,3
2013,Panoche,1.2,12,open,,,,10,3
2013,Panoche,1.2,13,open,,,,35,4
2013,Panoche,1.2,14,open,,,,35,4
2013,Panoche,1.2,15,open,,,,20,4
2013,Panoche,1.3,1,open,,,,80,4
2013,Panoche,1.3,2,open,,,,55,5
2013,Panoche,1.3,3,open,,,,55,4
2013,Panoche,1.3,4,open,,,,50,4
2013,Panoche,1.3,5,open,,,,85,4
2013,Panoche,1.3,6,open,,,,65,5
2013,Panoche,1.3,7,open,,,,75,4
2013,Panoche,1.3,8,open,,,,40,5
2013,Panoche,1.3,9,open,,,,95,4
2013,Panoche,1.3,10,open,,,,70,4
2013,Panoche,1.3,11,open,,,,75,4
2013,Panoche,1.3,12,open,,,,35,6
2013,Panoche,1.3,13,open,,,,70,4
2013,Panoche,1.3,14,open,,,,40,4
2013,Panoche,1.3,15,open,,,,65,4
2013,Panoche,1.1,1,shrub,4.5,4.8,2.2,190,4
2013,Panoche,1.1,2,shrub,2.9,2.1,1.3,280,5
2013,Panoche,1.1,3,shrub,1.2,1.2,1.1,330,4
2013,Panoche,1.1,4,shrub,1.9,2.1,1.2,420,4
2013,Panoche,1.1,5,shrub,3.4,4.4,1.8,280,3
2013,Panoche,1.1,6,shrub,4.1,2.1,1.5,370,3
2013,Panoche,1.1,7,shrub,2.4,2.3,1.1,200,4
2013,Panoche,1.1,8,shrub,3.2,3,1.4,280,4
2013,Panoche,1.1,9,shrub,4.1,3.8,2.1,360,3
2013,Panoche,1.1,10,shrub,3.2,3.1,1.1,440,3
2013,Panoche,1.1,11,shrub,5.8,4.8,1.7,460,3
2013,Panoche,1.1,12,shrub,2.4,2.5,1.6,370,3
2013,Panoche,1.1,13,shrub,4.8,4.5,1.7,280,4
2013,Panoche,1.1,14,shrub,4.6,3.8,2.5,420,4
2013,Panoche,1.1,15,shrub,5.1,4.7,1.5,200,3
2013,Panoche,1.2,1,shrub,1.7,1.8,1.3,45,6
2013,Panoche,1.2,2,shrub,1.7,1.5,1.2,50,5
2013,Panoche,1.2,3,shrub,4.3,2.6,1.4,45,4
2013,Panoche,1.2,4,shrub,2.2,1.9,1.3,75,3
2013,Panoche,1.2,5,shrub,2.2,2,1,30,3
2013,Panoche,1.2,6,shrub,2,1.9,1.1,55,4
2013,Panoche,1.2,7,shrub,1.3,1.3,1,20,5
2013,Panoche,1.2,8,shrub,3.8,3.1,1.9,50,3
2013,Panoche,1.2,9,shrub,1.7,1.5,1.2,10,3
2013,Panoche,1.2,10,shrub,2.2,3.2,1.7,65,5
2013,Panoche,1.2,11,shrub,2.1,2.8,1.5,55,4
2013,Panoche,1.2,12,shrub,1.4,1.2,0.9,40,5
2013,Panoche,1.2,13,shrub,1.8,1.8,1.1,30,5
2013,Panoche,1.2,14,shrub,1.8,1.6,1.1,55,6
2013,Panoche,1.2,15,shrub,1.8,1.9,1.1,20,5
2013,Panoche,1.3,1,shrub,3.1,2.8,1.5,110,3
2013,Panoche,1.3,2,shrub,2.1,2.8,1.3,125,4
2013,Panoche,1.3,3,shrub,1.7,1.6,0.9,110,5
2013,Panoche,1.3,4,shrub,2.8,2.3,0.8,125,4
2013,Panoche,1.3,5,shrub,4.1,3.3,1.4,130,4
2013,Panoche,1.3,6,shrub,1.3,1.4,1.6,100,5
2013,Panoche,1.3,7,shrub,3.1,3.2,2.2,110,5
2013,Panoche,1.3,8,shrub,4.2,4,1.8,145,5
2013,Panoche,1.3,9,shrub,4.4,3.8,1.5,75,5
2013,Panoche,1.3,10,shrub,4.8,3.6,1.5,100,5
2013,Panoche,1.3,11,shrub,3.9,3.8,1.1,105,5
2013,Panoche,1.3,12,shrub,4.2,3.9,1.8,55,4
2013,Panoche,1.3,13,shrub,2,1.9,1,100,5
2013,Panoche,1.3,14,shrub,2.1,1.9,1,105,4
2013,Panoche,1.3,15,shrub,4.6,5.5,1.7,85,4
